hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,power_W
6,234,231.79,22.03,30.69,85.23,3.409,291.95
16,248,429.13,21.45,34.68,58.39,1.977,307.25
18,14,118.79,28.38,32.8,80.42,4.561,222.27
6,261,159.67,20.65,25.67,81.2,1.852,188.34
21,144,7.43,14.65,13.45,96.19,0.593,4.93
10,207,848.24,24.54,50.37,34.67,1.972,1346.65
18,105,184.2,22.06,28.24,75.26,2.989,337.84
17,329,189.97,29.2,35.49,65.16,4.209,257.42
0,211,19.67,13.55,13.25,90.61,0.33,36.99
23,142,6.54,11.36,11.21,96.72,1.279,2.66
0,156,15.66,13.05,13.43,93.33,2.262,21.41
14,118,775.67,22.58,46.67,34.54,2.009,832.19
4,196,38.48,13.77,14.29,94.25,3.203,11.34
12,59,687.1,30.67,50.24,34.77,1.196,1104.03
8,121,489.22,24.43,40.73,57.61,1.399,549.32
16,10,249.66,30.61,39.11,56.56,2.866,297.47
8,201,504.86,20.49,37.79,53.51,1.961,77.21
14,329,436.91,29.79,42.64,42.81,1.644,318.34
2,88,17.18,18.8,19.16,100.0,3.709,8.97
23,63,0.0,18.07,19.26,98.42,0.707,0.0
6,228,187.7,18.72,24.83,76.35,1.903,132.62
20,12,1.47,25.17,23.6,95.53,3.559,2.98
7,187,412.83,20.34,32.35,62.35,2.021,706.09
9,250,627.33,26.27,44.68,43.45,2.646,427.72
0,35,0.0,21.99,22.25,90.34,1.276,11.95
15,9,382.64,33.07,44.4,51.94,4.942,243.37
15,208,705.38,23.69,46.29,44.55,3.762,472.17
21,219,14.08,14.92,15.8,95.37,2.265,12.67
12,195,1011.36,21.67,54.3,31.7,2.049,1590.3
14,58,585.21,26.96,45.86,46.99,6.105,413.49
3,277,9.5,20.2,22.44,97.34,4.53,20.42
3,99,21.11,18.36,18.6,93.8,2.938,34.69
13,364,527.36,32.85,48.94,35.63,4.139,359.37
1,311,4.67,23.86,22.66,98.59,4.361,7.92
15,143,713.94,23.11,45.02,43.68,1.762,124.44
3,266,19.82,17.3,16.35,93.53,2.494,26.57
23,286,0.0,17.21,16.73,93.95,0.976,0.0
12,23,575.61,30.01,47.3,40.66,1.863,925.81
6,209,234.2,19.91,26.47,77.53,0.765,406.7
16,184,546.31,19.3,37.06,55.52,1.683,358.34
23,270,11.67,17.09,16.4,93.12,4.981,0.0
4,220,0.0,15.94,14.71,95.19,4.608,0.07
0,27,15.32,24.0,24.44,94.58,5.178,21.8
15,8,389.89,32.24,45.02,53.62,0.37,293.95
6,311,124.52,29.24,32.4,78.93,2.35,157.07
8,358,250.34,32.08,41.02,53.91,1.87,442.22
9,57,471.64,28.63,43.3,51.31,5.698,321.33
14,261,640.15,26.0,46.81,39.8,1.624,1061.06
18,48,149.02,25.53,29.81,78.02,4.287,113.88
4,78,5.74,19.84,20.5,91.41,4.055,20.17
23,290,0.0,19.94,19.42,94.95,3.941,0.0
3,14,0.0,23.52,23.03,96.38,3.416,0.0
11,95,836.28,25.47,51.32,32.98,4.883,563.0
5,92,0.0,21.47,20.27,86.93,3.143,4.95
2,198,11.72,14.84,15.11,96.41,5.211,14.85
19,44,13.19,26.99,27.42,86.88,3.24,44.1
10,114,785.78,23.85,48.27,39.76,1.273,530.41
22,237,8.67,18.65,18.27,100.0,3.732,0.99
14,88,717.78,24.66,47.38,36.54,3.162,1201.37
21,53,16.41,21.69,23.43,92.58,1.253,0.0
11,290,659.93,31.79,52.98,33.89,1.514,409.43
17,349,207.86,30.64,36.76,69.48,3.795,231.56
4,8,2.6,24.77,24.89,96.71,3.465,0.37
5,154,0.0,17.07,18.24,81.7,2.627,9.1
6,352,106.22,25.87,29.21,77.91,1.67,202.64
14,13,430.46,31.9,44.81,43.3,3.778,758.94
13,270,733.9,30.51,52.36,34.81,2.424,1161.26
10,286,550.64,28.02,44.44,43.99,2.903,919.15
9,167,737.22,20.96,44.19,47.5,1.421,834.07
6,302,153.32,26.38,31.51,73.44,2.536,13.35
15,10,371.93,32.76,44.42,47.23,3.581,590.54
0,112,4.48,16.4,15.97,94.15,3.686,4.26
19,335,8.74,25.42,25.5,87.87,0.744,2.31
17,81,298.99,23.51,32.49,65.24,4.511,513.33
0,295,28.03,22.35,21.81,92.43,4.034,32.37
13,331,530.93,31.56,48.99,45.61,2.846,598.22
0,356,17.25,23.66,24.46,90.08,3.061,36.83
17,249,321.03,24.41,33.6,65.22,3.04,222.83
22,65,31.24,19.16,20.02,100.0,2.197,3.13
3,169,4.33,14.12,13.8,98.88,3.36,24.87
10,75,613.93,26.92,47.62,41.25,2.285,1041.52
22,82,0.0,20.17,19.53,96.48,0.759,16.27
20,91,14.11,20.0,20.53,93.61,0.911,6.75
13,68,716.45,28.54,49.47,33.6,3.821,1187.75
4,360,0.0,23.47,23.04,98.97,0.295,0.0
21,41,0.0,21.51,22.89,92.96,2.168,20.79
22,211,0.0,13.52,13.52,95.09,3.845,11.27
2,16,0.0,22.79,21.95,100.0,4.102,15.64
11,257,758.27,27.37,51.7,32.67,0.488,1226.51
22,32,3.09,23.61,23.88,95.57,1.833,6.13
1,337,8.35,21.9,21.65,92.59,4.195,0.0
10,152,861.01,23.01,49.54,38.23,3.781,1368.89
14,60,593.42,29.08,47.34,37.49,1.77,969.62
3,327,0.0,23.91,22.91,93.96,2.119,17.74
20,358,0.0,24.12,26.14,96.23,3.434,5.45
2,160,1.16,13.37,14.54,94.88,2.171,18.68
13,124,937.08,23.71,53.4,30.96,2.686,1474.12
0,289,0.0,21.32,21.53,95.32,0.982,0.0
10,245,730.16,26.08,49.4,43.63,4.216,1194.88
10,252,710.22,26.16,47.41,41.2,1.105,809.69
8,356,255.31,32.27,40.23,54.02,2.142,201.97
3,131,0.0,14.45,14.49,93.99,2.269,14.31
3,18,0.0,25.61,24.84,88.37,0.348,6.19
10,67,617.27,30.1,49.33,36.61,2.77,1004.61
1,62,11.34,21.22,21.37,95.71,1.158,12.63
5,184,0.0,16.8,17.34,87.61,3.565,0.0
4,133,17.99,16.42,15.53,93.3,3.236,9.95
13,340,510.05,34.44,51.35,41.43,1.725,824.03
3,123,5.84,14.42,14.2,96.5,0.671,12.41
8,252,430.32,21.93,36.14,52.67,0.782,307.96
23,104,18.79,15.72,15.66,93.0,3.193,24.94
18,232,222.11,21.35,27.98,71.98,4.606,163.39
23,227,0.0,15.21,14.74,93.23,0.713,4.53
10,138,835.54,25.12,50.88,37.84,2.028,1341.99
12,362,563.19,31.45,49.31,36.72,2.105,355.93
7,348,180.11,28.48,33.9,64.59,1.274,212.72
2,202,16.36,17.66,18.12,95.46,3.684,49.39
18,301,159.67,27.12,32.39,83.24,4.454,272.51
11,283,662.82,29.83,50.66,36.77,1.426,430.35
8,364,276.87,30.43,39.53,60.95,2.488,204.49
13,310,569.89,27.81,45.74,39.34,4.351,922.79
19,349,2.45,27.73,26.96,87.15,5.398,34.18
16,155,539.61,20.02,37.19,54.81,2.628,395.95
17,228,356.7,24.78,36.53,71.5,2.02,429.04
4,301,21.5,19.38,19.58,96.07,1.952,33.9
3,309,3.0,26.16,25.49,96.86,3.863,17.84
20,350,9.86,26.48,27.13,95.49,2.384,2.04
19,66,15.0,21.98,22.43,89.25,1.456,0.0
12,309,599.76,29.8,47.93,36.59,1.333,977.36
18,41,118.25,27.36,33.34,77.69,1.326,101.73
21,35,10.16,23.66,24.21,95.18,3.928,16.13
19,306,7.15,27.45,26.55,96.44,2.346,2.99
19,155,2.45,18.68,17.23,90.6,4.381,3.97
11,144,989.41,25.06,56.59,33.54,2.607,1565.05
1,101,11.21,16.16,16.43,97.99,1.757,2.89
1,349,0.0,22.22,22.99,94.6,3.875,0.0
14,114,792.22,23.53,48.51,40.02,0.896,134.53
18,68,154.06,25.75,30.21,76.52,1.447,95.31
9,332,357.5,33.7,45.78,51.0,5.056,269.62
1,354,14.96,24.79,23.53,92.47,2.726,4.45
18,7,103.25,28.14,31.87,80.7,2.367,30.31
5,269,4.06,21.01,20.07,86.92,2.501,0.0
5,285,7.17,26.11,27.19,87.68,3.696,8.46
18,120,204.64,20.8,27.59,77.64,0.984,370.67
6,343,131.66,28.1,33.01,76.51,7.794,241.8
7,212,353.08,19.29,30.29,66.46,2.059,641.97
3,308,0.0,22.12,21.95,98.4,1.685,7.96
15,164,742.67,22.29,45.58,47.38,2.807,855.22
3,42,24.02,23.37,23.59,93.36,4.266,13.03
3,328,0.0,22.01,21.52,97.55,1.437,13.05
18,70,162.51,25.75,31.64,78.01,3.419,119.82
13,51,638.25,27.87,46.95,38.16,1.943,1051.34
8,208,545.57,22.73,39.37,52.03,1.411,876.89
0,89,12.86,18.04,19.13,93.87,2.068,0.0
1,240,1.29,17.91,17.6,94.8,3.362,16.19
11,259,771.76,27.12,51.52,27.79,2.47,1264.71
23,296,7.17,17.91,17.22,94.45,0.788,10.9
22,318,0.0,24.61,25.61,98.19,1.22,30.54
14,7,444.79,32.28,45.55,46.04,3.295,300.02
9,128,671.91,25.29,46.71,43.76,0.879,1106.52
2,93,0.0,18.56,16.82,96.21,1.375,0.0
4,166,3.15,14.71,14.28,92.21,1.207,12.74
22,343,7.07,22.73,22.35,92.4,1.802,0.0
4,40,50.48,22.08,22.84,95.49,0.854,26.42
16,44,311.75,30.71,41.49,59.33,2.537,564.31
14,338,464.14,33.06,47.55,43.63,0.86,320.27
5,106,0.0,19.73,20.31,85.35,4.823,19.38
14,124,814.79,22.94,49.0,31.38,0.725,1309.6
4,129,0.0,14.9,14.84,90.79,0.711,9.52
10,69,643.83,26.58,45.69,43.34,3.019,1049.9
22,22,7.44,23.84,23.18,95.84,5.01,0.0
22,332,0.0,20.03,19.52,92.82,0.406,21.25
8,86,418.38,27.3,40.28,55.31,2.894,671.03
12,139,985.56,26.07,56.18,28.74,2.98,1566.77
22,332,6.87,23.87,23.68,96.37,2.394,39.72
10,243,759.87,22.83,46.9,38.37,0.855,846.83
1,291,4.49,19.58,19.34,91.46,1.644,0.0
5,320,0.0,25.75,25.58,88.48,1.271,0.0
8,157,511.62,21.69,37.66,54.7,0.993,873.04
20,137,8.84,17.59,17.5,96.84,2.243,15.19
13,214,916.31,24.14,52.78,33.66,2.131,151.71
1,257,2.14,17.28,18.29,93.92,1.085,0.0
15,133,692.93,19.16,40.41,42.54,3.188,1168.7
23,293,17.52,20.54,22.32,90.31,3.324,0.0
17,58,264.35,25.78,33.87,65.15,0.817,484.47
10,288,556.23,28.13,45.71,41.93,4.776,628.88
0,304,13.52,25.04,26.72,100.0,3.375,0.0
12,4,521.62,33.42,50.23,37.74,2.342,591.11
15,9,312.73,31.46,41.19,47.2,3.025,532.36
20,334,0.0,23.51,23.08,95.13,2.125,6.23
17,73,285.74,25.03,35.33,63.42,2.34,501.28
11,230,879.33,27.34,54.57,36.3,3.789,575.82
12,62,674.65,33.19,55.16,33.11,2.288,435.53
4,254,8.06,18.22,18.52,92.09,2.286,4.37
23,128,12.1,15.46,15.54,99.58,2.856,3.39
21,240,0.5,15.85,16.29,95.78,3.674,4.09
4,122,5.62,15.83,15.3,93.24,3.18,13.68
14,319,466.59,31.01,45.86,43.33,2.82,770.68
20,196,14.24,14.6,15.72,96.92,0.27,18.37
10,34,537.49,31.62,48.44,44.6,2.611,340.26
12,42,612.74,31.84,52.11,31.84,0.366,398.67
21,129,15.27,17.02,18.19,92.1,2.365,0.0
3,328,6.16,22.97,22.8,99.47,1.726,0.0
8,141,504.47,19.59,34.91,53.22,4.32,909.81
8,120,494.49,24.37,40.15,60.21,4.016,846.73
10,159,911.3,22.17,49.45,34.86,6.083,603.35
8,347,265.97,31.33,39.67,58.22,1.671,208.26
15,271,493.28,27.3,43.07,44.79,2.83,840.57
18,98,153.78,20.87,23.28,79.21,4.322,190.93
21,167,4.81,15.26,14.94,95.02,3.969,0.35
6,224,241.73,20.77,28.32,74.66,0.542,189.72
22,343,0.0,23.49,23.7,92.46,1.757,0.0
9,166,773.12,21.08,44.48,45.51,4.022,1267.17
13,264,752.38,24.37,47.63,33.23,3.076,514.48
13,218,921.36,23.77,51.75,30.19,3.087,627.03
3,326,28.24,21.6,22.74,99.9,0.977,70.99
5,331,0.0,27.1,27.11,81.92,3.787,29.63
12,188,1042.81,22.17,54.69,26.59,1.968,1657.9
1,229,4.45,15.9,15.84,91.07,1.547,0.0
13,338,520.42,33.24,48.8,39.41,2.206,339.81
15,6,395.21,32.56,43.67,52.39,2.278,653.04
16,101,440.09,23.38,36.06,60.24,2.929,741.77
5,324,0.0,27.42,26.58,84.62,2.471,0.33
3,257,20.12,20.32,20.33,92.87,0.407,0.0
4,43,8.41,24.32,24.27,95.2,1.558,22.71
11,98,856.72,25.58,51.96,29.88,0.951,1370.63
10,220,834.36,22.23,48.06,34.09,2.743,1329.76
15,232,623.84,25.46,44.14,46.01,0.411,422.05
12,292,670.31,29.31,51.49,31.06,2.647,443.09
14,195,861.76,24.24,51.31,36.65,4.029,1404.83
5,331,11.03,25.76,25.33,89.58,4.65,12.82
15,189,736.47,20.96,44.45,45.94,3.77,524.51
12,209,991.52,25.12,56.05,32.35,1.16,1545.3
12,105,905.39,28.39,54.35,33.32,3.499,586.59
20,102,0.0,18.46,19.65,100.0,1.984,4.62
16,85,385.98,26.17,37.63,62.3,2.029,675.26
18,19,120.03,28.91,32.87,74.07,4.367,235.21
11,324,517.02,29.45,45.45,40.05,1.727,872.07
14,284,588.64,29.2,47.1,40.02,1.778,935.03
6,230,229.75,21.94,29.91,72.79,1.019,178.33
11,23,566.94,34.49,50.93,38.2,1.932,349.33
5,102,16.42,19.21,20.78,90.91,1.455,47.82
22,2,0.0,23.97,22.87,88.65,2.552,2.98
18,232,208.13,18.18,24.51,79.41,0.778,352.42
3,239,18.03,16.78,16.42,94.65,3.028,21.47
22,95,12.83,17.37,17.92,93.69,3.061,31.47
0,139,18.26,15.06,14.35,91.76,1.84,0.0
13,257,801.32,25.73,51.06,29.57,5.18,505.74
5,307,0.0,26.59,26.51,91.52,1.243,4.91
21,51,0.0,19.61,19.99,92.64,2.966,12.85
14,165,886.74,27.09,55.48,35.58,3.285,1401.59
17,92,300.37,23.28,31.93,63.22,5.401,349.31
2,208,11.83,11.83,12.4,93.39,6.56,0.0
21,220,0.0,14.06,14.07,91.09,2.595,0.35
22,291,9.83,20.69,20.89,92.34,2.122,2.11
17,187,392.05,20.31,32.76,66.25,1.06,442.95
1,56,10.47,22.66,23.28,96.61,1.862,1.92
7,134,351.07,19.9,31.14,61.83,4.689,614.53
21,197,1.37,13.59,14.42,94.46,2.112,14.62
3,82,8.84,16.12,17.22,97.42,1.624,0.0
21,215,1.07,17.26,17.7,93.26,2.703,0.0
9,48,460.07,30.67,45.72,52.22,1.998,744.3
0,91,0.0,17.31,17.97,92.79,2.529,0.0
4,123,11.58,14.23,13.72,91.57,4.107,0.0
2,269,4.48,18.21,18.02,95.68,0.606,0.0
7,182,397.42,18.84,30.43,62.51,0.451,700.69
19,334,22.78,28.08,28.65,90.29,3.162,0.0
15,291,458.06,30.99,45.72,54.08,3.623,90.86
12,26,564.05,31.03,48.07,33.96,5.593,354.28
12,193,1016.8,22.62,53.52,32.46,3.822,654.2
0,176,0.0,13.71,14.3,95.81,3.16,7.4
22,108,0.0,16.31,17.45,93.77,4.097,12.11
17,317,245.73,29.83,36.55,65.57,2.09,374.08
16,130,542.96,21.18,37.7,53.92,4.277,384.91
11,141,940.38,23.18,53.12,32.67,3.265,1493.78
0,156,2.03,14.36,15.34,88.85,1.131,24.25
1,329,10.72,23.22,23.21,89.44,1.906,29.28
18,33,136.06,27.88,32.32,77.3,2.896,170.61
8,267,400.17,26.06,37.48,58.2,4.446,690.98
22,117,21.51,15.18,15.41,98.77,2.195,65.24
14,8,470.22,30.57,46.32,46.81,5.299,784.38
1,274,2.74,20.12,19.23,97.37,1.208,0.0
18,96,215.34,24.03,30.12,73.23,2.815,381.95
2,140,1.36,13.72,14.62,98.95,3.4,0.0
19,155,31.98,17.88,20.21,91.37,2.557,52.59
0,264,0.0,18.27,18.3,96.18,2.355,0.0
19,248,0.0,21.69,22.03,87.7,3.833,13.05
1,266,3.42,19.63,18.18,94.68,4.084,37.32
23,141,6.61,13.98,14.8,92.93,0.939,0.18
18,230,207.24,19.69,26.88,74.2,5.038,252.22
3,27,13.06,22.82,24.38,95.52,2.376,0.0
2,332,0.0,24.8,23.83,96.58,2.116,12.27
8,129,528.74,22.87,38.57,55.17,3.549,889.94
7,71,260.86,24.6,33.48,66.43,2.046,304.74
12,238,913.4,26.88,55.75,32.65,0.827,621.05
7,196,362.45,20.46,31.73,65.59,3.918,271.88
13,40,582.86,30.55,49.36,40.35,2.134,654.99
18,40,124.99,26.23,29.33,81.94,1.242,100.67
19,327,0.0,26.1,25.56,91.26,2.012,14.38
3,303,2.04,22.57,23.06,94.25,4.387,0.0
14,38,511.06,27.04,42.1,41.57,1.598,839.93
23,104,2.04,13.72,14.14,91.44,1.455,12.3
15,68,500.49,25.95,42.82,48.07,1.448,837.62
10,96,732.88,26.05,48.89,36.86,2.005,512.06
3,62,6.66,22.02,23.04,99.89,1.479,21.12
2,140,9.63,16.47,16.93,93.03,1.201,21.87
18,231,247.45,22.68,31.49,77.84,4.076,451.9
23,153,0.0,13.83,12.45,88.62,0.4,10.98
9,36,418.23,30.04,43.78,52.34,1.055,312.84
15,244,593.42,25.04,43.31,49.46,4.99,984.62
23,256,22.45,14.21,13.76,93.33,1.659,22.66
21,147,21.14,14.71,14.85,95.21,0.646,24.64
22,200,0.0,11.75,12.15,92.95,1.956,5.49
13,178,1035.61,22.23,54.38,28.92,2.797,1616.32
14,113,806.47,23.0,47.75,38.89,1.666,1305.94
6,353,96.58,26.34,29.35,77.98,4.589,100.1
17,195,396.35,20.42,32.32,63.95,2.841,671.01
14,360,440.71,29.09,43.31,43.26,2.959,341.69
12,223,941.65,22.9,52.17,34.56,2.149,1038.85
0,328,15.89,22.17,23.36,95.82,3.955,10.21
4,94,13.05,19.33,19.88,93.92,4.52,7.04
22,226,0.97,14.67,15.38,91.53,1.293,12.47
7,200,364.88,22.11,33.74,68.05,1.301,603.59
19,4,4.88,26.72,27.69,85.89,0.523,6.92
7,54,238.46,27.27,35.1,68.48,1.983,160.6
4,162,26.6,15.04,15.07,97.94,2.653,15.32
3,44,0.0,21.61,21.51,94.85,2.322,0.0
20,42,3.4,24.24,25.17,96.37,3.556,15.24
15,115,662.29,21.82,43.02,43.96,2.713,469.08
14,303,525.2,31.87,47.37,41.31,2.715,351.73
10,209,873.01,19.57,46.57,34.64,1.257,575.45
0,76,55.7,18.02,19.04,97.16,0.308,2.72
9,297,428.59,27.57,42.18,51.38,2.176,489.34
7,132,349.83,17.61,29.12,68.81,4.649,287.94
6,161,221.44,15.99,22.86,80.31,2.011,174.63
12,52,630.99,32.23,52.57,34.08,5.011,1055.42
12,132,976.0,25.16,55.35,20.7,3.679,1068.16
7,92,278.09,23.91,32.68,67.73,3.39,211.1
4,179,10.95,17.98,18.48,96.47,1.205,12.54
20,212,0.0,15.98,14.84,98.08,1.715,0.56
6,273,167.83,24.55,28.24,75.19,1.504,311.98
14,14,477.94,35.72,49.51,46.38,1.154,318.85
13,342,483.93,31.36,48.39,38.48,2.733,803.03
11,358,481.24,30.01,44.77,40.27,1.408,773.82
8,257,426.98,25.57,38.27,59.07,3.568,736.39
7,275,255.1,24.12,31.89,66.96,2.114,271.74
10,39,519.77,30.15,47.32,41.28,1.936,875.99
5,39,8.08,25.12,26.02,90.33,3.922,15.76
4,354,0.0,22.65,22.31,93.55,2.12,27.83
15,118,637.65,22.9,43.62,44.62,3.281,1060.06
7,324,221.98,27.64,34.83,71.51,1.628,155.37
15,162,737.28,20.49,43.49,45.44,2.715,1218.95
8,72,387.72,24.83,36.83,55.69,1.935,666.54
22,9,1.96,24.46,23.56,97.85,1.247,7.59
2,216,0.0,15.33,14.89,91.65,3.367,17.01
14,199,848.98,21.07,49.11,36.23,1.29,574.83
5,7,4.86,28.38,27.73,91.97,2.218,0.0
1,301,4.9,26.22,26.16,93.12,1.955,9.83
11,288,660.64,30.78,51.77,37.4,3.174,1064.49
21,31,0.0,26.46,24.75,97.79,1.692,5.88
9,180,718.88,23.96,45.94,48.32,0.529,1182.87
7,125,368.71,19.69,31.8,66.96,2.147,409.94
13,273,709.82,30.51,53.14,32.28,2.978,501.7
6,268,193.99,23.93,30.4,79.56,2.227,334.92
0,295,5.03,23.29,24.45,93.5,1.696,14.72
20,293,33.57,24.06,24.01,95.84,4.333,16.22
0,203,17.62,12.76,12.55,93.28,6.366,0.0
0,41,0.0,22.11,21.19,93.75,3.144,0.66
16,167,540.91,21.36,38.63,53.03,0.247,93.68
12,363,520.6,31.71,48.21,38.69,3.999,586.98
3,237,26.27,12.64,14.47,89.18,1.203,6.37
8,96,436.53,25.28,40.05,57.7,1.904,502.06
14,345,432.16,32.5,44.83,40.86,1.883,724.93
8,50,328.8,30.07,41.49,61.56,2.938,40.46
12,110,906.24,26.57,55.49,31.0,3.349,1415.39
5,5,38.43,28.52,28.67,89.32,2.976,55.37
18,267,206.88,23.12,29.85,79.12,3.319,380.18
14,97,725.28,26.44,49.24,39.14,2.922,479.6
15,214,695.45,19.76,40.36,45.33,1.805,1164.99
2,193,0.0,16.04,16.55,96.1,1.506,18.7
9,353,370.23,29.53,41.03,51.19,4.044,645.16
5,88,17.97,20.94,22.0,85.62,1.163,40.67
18,261,181.42,19.01,23.73,82.28,3.071,325.16
20,219,5.02,16.57,16.7,93.61,3.756,12.26
8,157,534.26,20.5,37.01,53.51,3.277,378.23
18,170,239.35,19.56,27.9,75.13,0.777,420.03
10,88,706.38,27.24,49.77,36.07,3.586,440.33
14,72,651.33,27.34,47.27,40.53,4.578,709.87
14,289,565.19,27.74,45.46,41.18,2.979,953.25
11,112,888.71,28.12,55.6,33.52,5.052,557.2
11,361,488.45,35.11,50.53,40.89,2.809,311.16
19,291,10.86,23.0,24.5,97.06,1.465,2.14
10,143,852.99,23.41,49.63,41.96,2.284,556.28
10,253,701.45,27.32,49.75,38.11,2.188,1142.08
11,274,681.85,28.68,49.34,38.71,0.333,1110.15
15,32,394.53,29.79,41.09,52.43,1.08,305.31
17,213,373.61,21.92,33.81,65.65,2.862,50.84
1,260,2.49,19.8,19.36,95.92,1.833,0.0
1,170,24.52,15.19,15.37,94.85,3.181,20.66
5,71,9.52,24.7,26.23,85.33,1.083,7.33
15,288,455.23,29.32,43.26,48.86,1.247,770.49
20,116,11.86,18.8,17.98,92.34,2.572,17.7
3,13,0.0,24.6,24.83,94.52,2.53,0.0
9,136,687.12,23.38,43.67,44.38,0.912,1117.31
5,208,19.83,19.66,21.11,87.62,0.588,15.81
20,362,9.82,23.88,24.56,94.93,1.501,0.0
22,320,21.17,23.63,24.55,95.65,5.439,25.86
6,342,121.77,31.11,35.12,81.45,6.096,78.31
17,144,371.39,20.27,32.03,64.8,1.55,257.52
3,3,0.0,25.82,25.41,92.88,3.749,7.16
13,327,529.86,28.42,44.31,34.83,2.028,99.78
5,140,1.59,17.28,17.71,91.83,2.636,13.89
21,226,9.59,16.79,16.74,100.0,1.238,0.0
12,354,522.45,34.31,51.26,38.72,6.164,827.46
21,24,0.0,18.7,18.81,94.16,1.306,0.0
14,25,491.4,31.73,46.19,43.14,4.319,776.55
21,283,0.0,21.48,22.53,92.67,3.765,0.0
0,255,0.04,18.15,18.1,95.72,2.518,0.0
18,187,215.34,16.56,22.38,80.08,1.379,401.27
3,13,20.64,24.6,24.89,100.0,4.322,26.44
18,91,169.3,23.47,29.17,77.22,3.008,198.11
19,60,0.0,23.57,23.12,87.2,3.05,11.29
10,15,466.04,34.14,47.74,42.92,3.596,509.02
5,356,13.05,27.1,28.23,92.7,2.772,10.53
23,112,0.0,13.27,13.31,94.22,3.955,3.23
21,337,2.65,24.37,24.56,93.19,2.108,23.12
3,271,0.0,18.33,20.22,98.25,2.283,0.0
7,10,192.63,29.14,34.77,66.87,6.017,324.63
3,108,0.0,16.32,15.64,97.92,2.731,0.39
17,131,352.68,21.37,32.53,61.69,2.745,592.9
0,321,0.0,22.74,23.42,93.34,2.485,5.22
9,75,529.22,27.02,43.32,44.38,1.603,865.96
5,217,15.24,16.33,16.4,89.05,0.544,0.0
22,19,11.28,24.83,23.01,91.52,3.801,17.77
10,146,871.63,24.78,51.72,39.6,3.779,586.9
18,290,136.64,26.16,30.58,80.31,2.681,240.3
18,337,127.3,27.68,32.38,78.58,2.206,98.55
17,303,218.38,26.8,34.27,70.6,2.224,155.04
2,42,0.0,20.03,20.88,93.95,1.873,2.29
13,59,664.36,28.52,49.66,33.9,3.066,444.26
1,98,0.99,14.65,14.47,94.44,3.003,8.64
23,97,0.7,16.64,16.72,97.28,4.541,14.04
8,201,548.83,24.84,41.23,52.54,0.745,627.08
7,223,359.82,22.2,33.5,69.62,5.171,657.16
9,347,359.63,30.61,41.88,54.03,0.979,604.96
14,259,676.3,28.88,49.24,42.19,2.199,1107.61
20,272,13.0,20.31,20.34,97.22,5.182,0.0
23,209,26.26,13.7,13.91,90.5,1.401,17.38
20,119,0.14,19.48,20.6,96.74,2.352,0.0
9,292,460.27,26.89,41.01,54.13,4.239,770.12
22,108,16.54,16.15,16.21,96.98,1.356,0.0
22,362,7.67,22.09,22.81,96.03,1.997,33.91
6,37,127.29,24.93,28.99,73.02,6.089,102.75
10,319,496.75,28.12,42.73,46.28,4.571,358.09
17,131,389.01,19.19,31.34,62.74,2.793,263.36
19,73,0.0,23.61,23.85,93.41,2.891,5.33
9,51,463.27,28.98,43.55,42.95,0.912,325.6
22,79,0.0,18.05,17.62,98.26,3.182,7.88
18,161,246.4,18.26,25.11,73.38,5.143,427.74
1,9,6.4,21.77,21.27,96.14,1.061,16.04
7,323,205.38,26.95,35.4,64.59,5.155,364.63
14,277,627.95,27.33,47.24,39.0,0.426,1033.47
20,133,0.0,17.82,18.67,98.61,0.705,5.57
19,331,14.1,26.09,27.45,90.27,3.163,5.42
3,349,0.0,24.14,24.28,93.33,3.971,16.78
21,336,4.34,23.57,22.58,92.38,3.478,3.35
23,148,7.69,14.25,14.99,100.0,5.369,9.49
14,338,454.81,30.56,44.33,40.93,1.293,749.34
17,122,355.96,21.13,32.14,65.12,1.642,609.14
15,321,379.45,31.11,43.52,49.33,3.025,660.63
5,267,0.0,22.14,21.67,87.51,1.324,6.81
15,79,540.22,26.33,43.21,45.86,7.017,916.08
14,347,445.67,30.39,43.92,39.37,2.042,709.44
7,239,316.99,23.07,32.83,65.66,5.409,573.4
3,329,4.74,23.0,23.43,96.14,1.98,42.28
19,289,4.96,22.08,22.18,85.07,1.251,36.17
23,16,4.53,22.46,23.08,100.0,3.77,0.0
19,105,0.0,22.49,21.59,84.64,2.29,42.84
3,228,0.0,15.2,14.05,93.37,3.735,17.38
22,155,0.0,13.32,13.97,92.52,2.259,11.26
2,87,13.23,20.0,20.46,90.38,2.864,12.91
7,30,200.19,29.34,35.59,65.72,1.604,354.58
3,76,0.0,22.15,22.24,97.64,2.539,8.28
1,253,0.0,19.26,20.12,88.93,3.238,10.03
3,142,11.87,14.78,15.32,96.83,2.249,18.0
23,54,10.75,21.37,23.39,95.5,3.687,3.23
12,306,597.41,31.6,50.74,34.23,2.788,1023.37
18,349,144.16,27.25,31.74,83.12,2.174,119.38
20,64,0.0,18.4,17.2,96.23,2.652,3.2
16,10,282.12,31.15,40.09,59.4,1.379,458.44
4,282,0.0,23.5,23.83,95.79,2.398,0.0
5,184,12.8,17.6,17.36,87.69,1.801,13.41
17,306,240.83,26.77,33.22,71.05,3.761,409.04
2,137,14.89,16.14,15.9,89.04,1.255,4.24
6,142,198.61,19.38,24.66,78.01,1.316,239.23
11,312,568.34,30.98,49.53,42.81,1.656,948.84
